"m","n","p","heter","tau","distri","method","rate","length","tp"
132,100,100,1,0.5,cauchy,cqcs,0.25,6,3
132,100,100,1,0.5,cauchy,aocqs,0.25,6,3
132,100,100,1,0.5,cauchy,cocqs,0.25,62,1
132,100,100,1,0.75,normal,cqcs,0.24,5,3
132,100,100,1,0.75,normal,aocqs,0.24,14,3
132,100,100,1,0.75,normal,cocqs,0.24,58,2
132,100,100,1,0.75,cauchy,cqcs,0.24,41,1
132,100,100,1,0.75,cauchy,aocqs,0.24,53,1
132,100,100,1,0.75,cauchy,cocqs,0.24,45,2
132,100,200,0,0.25,normal,cqcs,0.28,7,3
132,100,200,0,0.25,normal,aocqs,0.28,7,3
132,100,200,0,0.25,normal,cocqs,0.28,26,2
132,100,200,0,0.25,cauchy,cqcs,0.34,31,2
132,100,200,0,0.25,cauchy,aocqs,0.34,31,2
132,100,200,0,0.25,cauchy,cocqs,0.34,147,1
132,100,200,0,0.5,normal,cqcs,0.28,4,3
132,100,200,0,0.5,normal,aocqs,0.28,4,3
132,100,200,0,0.5,normal,cocqs,0.28,25,2
132,100,200,0,0.5,cauchy,cqcs,0.34,30,2
132,100,200,0,0.5,cauchy,aocqs,0.34,56,2
132,100,200,0,0.5,cauchy,cocqs,0.34,69,2
132,100,200,0,0.75,normal,cqcs,0.28,3,3
132,100,200,0,0.75,normal,aocqs,0.28,3,3
132,100,200,0,0.75,normal,cocqs,0.28,131,1
132,100,200,0,0.75,cauchy,cqcs,0.34,49,2
132,100,200,0,0.75,cauchy,aocqs,0.34,26,2
132,100,200,0,0.75,cauchy,cocqs,0.34,49,2
132,100,200,1,0.25,normal,cqcs,0.37,3,3
132,100,200,1,0.25,normal,aocqs,0.37,3,3
132,100,200,1,0.25,normal,cocqs,0.37,60,1
132,100,200,1,0.25,cauchy,cqcs,0.36,11,3
132,100,200,1,0.25,cauchy,aocqs,0.36,11,3
132,100,200,1,0.25,cauchy,cocqs,0.36,89,1
132,100,200,1,0.5,normal,cqcs,0.29,3,3
132,100,200,1,0.5,normal,aocqs,0.29,3,3
132,100,200,1,0.5,normal,cocqs,0.29,126,1
132,100,200,1,0.5,cauchy,cqcs,0.33,20,3
132,100,200,1,0.5,cauchy,aocqs,0.33,20,3
132,100,200,1,0.5,cauchy,cocqs,0.33,74,1
132,100,200,1,0.75,normal,cqcs,0.27,7,3
132,100,200,1,0.75,normal,aocqs,0.27,17,3
132,100,200,1,0.75,normal,cocqs,0.27,189,1
132,100,200,1,0.75,cauchy,cqcs,0.31,49,2
132,100,200,1,0.75,cauchy,aocqs,0.31,49,1
132,100,200,1,0.75,cauchy,cocqs,0.31,151,1
132,100,500,0,0.25,normal,cqcs,0.23,4,3
132,100,500,0,0.25,normal,aocqs,0.23,4,3
132,100,500,0,0.25,normal,cocqs,0.23,42,2
132,100,500,0,0.25,cauchy,cqcs,0.39,174,1
132,100,500,0,0.25,cauchy,aocqs,0.39,174,1
132,100,500,0,0.25,cauchy,cocqs,0.39,454,0
132,100,500,0,0.5,normal,cqcs,0.23,3,3
132,100,500,0,0.5,normal,aocqs,0.23,3,3
132,100,500,0,0.5,normal,cocqs,0.23,9,3
132,100,500,0,0.5,cauchy,cqcs,0.39,37,2
132,100,500,0,0.5,cauchy,aocqs,0.39,115,2
132,100,500,0,0.5,cauchy,cocqs,0.39,290,1
132,100,500,0,0.75,normal,cqcs,0.23,4,3
132,100,500,0,0.75,normal,aocqs,0.23,9,3
132,100,500,0,0.75,normal,cocqs,0.23,11,3
132,100,500,0,0.75,cauchy,cqcs,0.39,46,2
132,100,500,0,0.75,cauchy,aocqs,0.39,19,3
132,100,500,0,0.75,cauchy,cocqs,0.39,103,1
132,100,500,1,0.25,normal,cqcs,0.26,44,2
132,100,500,1,0.25,normal,aocqs,0.26,44,2
132,100,500,1,0.25,normal,cocqs,0.26,124,1
132,100,500,1,0.25,cauchy,cqcs,0.39,119,1
132,100,500,1,0.25,cauchy,aocqs,0.39,119,1
132,100,500,1,0.25,cauchy,cocqs,0.39,58,1
132,100,500,1,0.5,normal,cqcs,0.19,34,2
132,100,500,1,0.5,normal,aocqs,0.19,34,2
132,100,500,1,0.5,normal,cocqs,0.19,320,1
132,100,500,1,0.5,cauchy,cqcs,0.37,37,2
132,100,500,1,0.5,cauchy,aocqs,0.37,37,2
132,100,500,1,0.5,cauchy,cocqs,0.37,495,1
132,100,500,1,0.75,normal,cqcs,0.14,184,1
132,100,500,1,0.75,normal,aocqs,0.14,319,1
132,100,500,1,0.75,normal,cocqs,0.14,334,1
132,100,500,1,0.75,cauchy,cqcs,0.3,61,2
132,100,500,1,0.75,cauchy,aocqs,0.3,60,1
132,100,500,1,0.75,cauchy,cocqs,0.3,363,1
132,200,100,0,0.25,normal,cqcs,0.28,3,3
132,200,100,0,0.25,normal,aocqs,0.28,3,3
132,200,100,0,0.25,normal,cocqs,0.28,3,3
132,200,100,0,0.25,cauchy,cqcs,0.37,3,3
132,200,100,0,0.25,cauchy,aocqs,0.37,3,3
132,200,100,0,0.25,cauchy,cocqs,0.37,63,2
132,200,100,0,0.5,normal,cqcs,0.28,3,3
132,200,100,0,0.5,normal,aocqs,0.28,3,3
132,200,100,0,0.5,normal,cocqs,0.28,4,3
132,200,100,0,0.5,cauchy,cqcs,0.37,3,3
132,200,100,0,0.5,cauchy,aocqs,0.37,3,3
132,200,100,0,0.5,cauchy,cocqs,0.37,8,3
132,200,100,0,0.75,normal,cqcs,0.28,3,3
132,200,100,0,0.75,normal,aocqs,0.28,3,3
132,200,100,0,0.75,normal,cocqs,0.28,18,3
132,200,100,0,0.75,cauchy,cqcs,0.37,3,3
132,200,100,0,0.75,cauchy,aocqs,0.37,3,3
132,200,100,0,0.75,cauchy,cocqs,0.37,4,3
132,200,100,1,0.25,normal,cqcs,0.34,3,3
132,200,100,1,0.25,normal,aocqs,0.34,3,3
132,200,100,1,0.25,normal,cocqs,0.34,23,3
132,200,100,1,0.25,cauchy,cqcs,0.38,4,3
132,200,100,1,0.25,cauchy,aocqs,0.38,4,3
132,200,100,1,0.25,cauchy,cocqs,0.38,34,3
132,200,100,1,0.5,normal,cqcs,0.305,3,3
132,200,100,1,0.5,normal,aocqs,0.305,3,3
132,200,100,1,0.5,normal,cocqs,0.305,35,3
132,200,100,1,0.5,cauchy,cqcs,0.345,4,3
132,200,100,1,0.5,cauchy,aocqs,0.345,4,3
132,200,100,1,0.5,cauchy,cocqs,0.345,24,3
132,200,100,1,0.75,normal,cqcs,0.26,5,3
132,200,100,1,0.75,normal,aocqs,0.26,10,3
132,200,100,1,0.75,normal,cocqs,0.26,56,1
132,200,100,1,0.75,cauchy,cqcs,0.315,21,3
132,200,100,1,0.75,cauchy,aocqs,0.315,49,2
132,200,100,1,0.75,cauchy,cocqs,0.315,27,3
132,200,200,0,0.25,normal,cqcs,0.285,3,3
132,200,200,0,0.25,normal,aocqs,0.285,3,3
132,200,200,0,0.25,normal,cocqs,0.285,5,3
132,200,200,0,0.25,cauchy,cqcs,0.31,6,3
132,200,200,0,0.25,cauchy,aocqs,0.31,6,3
132,200,200,0,0.25,cauchy,cocqs,0.31,80,1
132,200,200,0,0.5,normal,cqcs,0.285,3,3
132,200,200,0,0.5,normal,aocqs,0.285,3,3
132,200,200,0,0.5,normal,cocqs,0.285,3,3
132,200,200,0,0.5,cauchy,cqcs,0.31,4,3
132,200,200,0,0.5,cauchy,aocqs,0.31,3,3
132,200,200,0,0.5,cauchy,cocqs,0.31,85,2
132,200,200,0,0.75,normal,cqcs,0.285,3,3
132,200,200,0,0.75,normal,aocqs,0.285,4,3
132,200,200,0,0.75,normal,cocqs,0.285,11,3
132,200,200,0,0.75,cauchy,cqcs,0.31,3,3
132,200,200,0,0.75,cauchy,aocqs,0.31,4,3
132,200,200,0,0.75,cauchy,cocqs,0.31,127,2
132,200,200,1,0.25,normal,cqcs,0.37,3,3
132,200,200,1,0.25,normal,aocqs,0.37,3,3
132,200,200,1,0.25,normal,cocqs,0.37,118,2
132,200,200,1,0.25,cauchy,cqcs,0.395,9,3
132,200,200,1,0.25,cauchy,aocqs,0.395,9,3
132,200,200,1,0.25,cauchy,cocqs,0.395,67,2
132,200,200,1,0.5,normal,cqcs,0.31,3,3
132,200,200,1,0.5,normal,aocqs,0.31,3,3
132,200,200,1,0.5,normal,cocqs,0.31,68,2
132,200,200,1,0.5,cauchy,cqcs,0.345,4,3
132,200,200,1,0.5,cauchy,aocqs,0.345,4,3
132,200,200,1,0.5,cauchy,cocqs,0.345,37,3
132,200,200,1,0.75,normal,cqcs,0.27,7,3
132,200,200,1,0.75,normal,aocqs,0.27,19,3
132,200,200,1,0.75,normal,cocqs,0.27,112,1
132,200,200,1,0.75,cauchy,cqcs,0.32,74,2
132,200,200,1,0.75,cauchy,aocqs,0.32,131,2
132,200,200,1,0.75,cauchy,cocqs,0.32,35,3
132,200,500,0,0.25,normal,cqcs,0.255,3,3
132,200,500,0,0.25,normal,aocqs,0.255,3,3
132,200,500,0,0.25,normal,cocqs,0.255,5,3
132,200,500,0,0.25,cauchy,cqcs,0.29,12,3
132,200,500,0,0.25,cauchy,aocqs,0.29,12,3
132,200,500,0,0.25,cauchy,cocqs,0.29,41,2
132,200,500,0,0.5,normal,cqcs,0.255,3,3
132,200,500,0,0.5,normal,aocqs,0.255,3,3
132,200,500,0,0.5,normal,cocqs,0.255,10,3
132,200,500,0,0.5,cauchy,cqcs,0.29,3,3
132,200,500,0,0.5,cauchy,aocqs,0.29,3,3
132,200,500,0,0.5,cauchy,cocqs,0.29,40,2
132,200,500,0,0.75,normal,cqcs,0.255,3,3
132,200,500,0,0.75,normal,aocqs,0.255,3,3
132,200,500,0,0.75,normal,cocqs,0.255,5,3
132,200,500,0,0.75,cauchy,cqcs,0.29,3,3
132,200,500,0,0.75,cauchy,aocqs,0.29,6,3
132,200,500,0,0.75,cauchy,cocqs,0.29,9,3
132,200,500,1,0.25,normal,cqcs,0.335,3,3
132,200,500,1,0.25,normal,aocqs,0.335,3,3
132,200,500,1,0.25,normal,cocqs,0.335,201,2
132,200,500,1,0.25,cauchy,cqcs,0.37,15,3
132,200,500,1,0.25,cauchy,aocqs,0.37,15,3
132,200,500,1,0.25,cauchy,cocqs,0.37,171,1
132,200,500,1,0.5,normal,cqcs,0.305,4,3
132,200,500,1,0.5,normal,aocqs,0.305,4,3
132,200,500,1,0.5,normal,cocqs,0.305,368,2
132,200,500,1,0.5,cauchy,cqcs,0.32,42,2
132,200,500,1,0.5,cauchy,aocqs,0.32,42,2
132,200,500,1,0.5,cauchy,cocqs,0.32,115,2
132,200,500,1,0.75,normal,cqcs,0.245,4,3
132,200,500,1,0.75,normal,aocqs,0.245,8,3
132,200,500,1,0.75,normal,cocqs,0.245,401,1
132,200,500,1,0.75,cauchy,cqcs,0.265,47,2
132,200,500,1,0.75,cauchy,aocqs,0.265,46,2
132,200,500,1,0.75,cauchy,cocqs,0.265,314,1
133,100,100,0,0.25,normal,cqcs,0.19,4,3
133,100,100,0,0.25,normal,aocqs,0.19,4,3
133,100,100,0,0.25,normal,cocqs,0.19,5,3
133,100,100,0,0.25,cauchy,cqcs,0.27,17,3
133,100,100,0,0.25,cauchy,aocqs,0.27,17,3
133,100,100,0,0.25,cauchy,cocqs,0.27,81,0
133,100,100,0,0.5,normal,cqcs,0.19,7,3
133,100,100,0,0.5,normal,aocqs,0.19,7,3
133,100,100,0,0.5,normal,cocqs,0.19,29,2
133,100,100,0,0.5,cauchy,cqcs,0.27,6,3
133,100,100,0,0.5,cauchy,aocqs,0.27,6,3
133,100,100,0,0.5,cauchy,cocqs,0.27,15,3
133,100,100,0,0.75,normal,cqcs,0.19,10,3
133,100,100,0,0.75,normal,aocqs,0.19,16,3
133,100,100,0,0.75,normal,cocqs,0.19,41,2
133,100,100,0,0.75,cauchy,cqcs,0.27,10,3
133,100,100,0,0.75,cauchy,aocqs,0.27,23,2
133,100,100,0,0.75,cauchy,cocqs,0.27,32,1
133,100,100,1,0.25,normal,cqcs,0.26,6,3
133,100,100,1,0.25,normal,aocqs,0.26,6,3
133,100,100,1,0.25,normal,cocqs,0.26,15,3
133,100,100,1,0.25,cauchy,cqcs,0.32,34,2
133,100,100,1,0.25,cauchy,aocqs,0.32,34,2
133,100,100,1,0.25,cauchy,cocqs,0.32,58,1
133,100,100,1,0.5,normal,cqcs,0.16,76,2
133,100,100,1,0.5,normal,aocqs,0.16,76,2
133,100,100,1,0.5,normal,cocqs,0.16,87,1
133,100,100,1,0.5,cauchy,cqcs,0.2,56,2
133,100,100,1,0.5,cauchy,aocqs,0.2,56,2
133,100,100,1,0.5,cauchy,cocqs,0.2,78,2
133,100,100,1,0.75,normal,cqcs,0.13,44,2
133,100,100,1,0.75,normal,aocqs,0.13,33,2
133,100,100,1,0.75,normal,cocqs,0.13,73,1
133,100,100,1,0.75,cauchy,cqcs,0.21,84,1
133,100,100,1,0.75,cauchy,aocqs,0.21,83,1
133,100,100,1,0.75,cauchy,cocqs,0.21,96,1
133,100,200,0,0.25,normal,cqcs,0.21,5,3
133,100,200,0,0.25,normal,aocqs,0.21,5,3
133,100,200,0,0.25,normal,cocqs,0.21,5,3
133,100,200,0,0.25,cauchy,cqcs,0.3,61,2
133,100,200,0,0.25,cauchy,aocqs,0.3,61,2
133,100,200,0,0.25,cauchy,cocqs,0.3,48,1
133,100,200,0,0.5,normal,cqcs,0.21,7,3
133,100,200,0,0.5,normal,aocqs,0.21,7,3
133,100,200,0,0.5,normal,cocqs,0.21,55,2
133,100,200,0,0.5,cauchy,cqcs,0.3,14,3
133,100,200,0,0.5,cauchy,aocqs,0.3,14,3
133,100,200,0,0.5,cauchy,cocqs,0.3,94,1
133,100,200,0,0.75,normal,cqcs,0.21,34,2
133,100,200,0,0.75,normal,aocqs,0.21,95,2
133,100,200,0,0.75,normal,cocqs,0.21,63,2
133,100,200,0,0.75,cauchy,cqcs,0.3,20,3
133,100,200,0,0.75,cauchy,aocqs,0.3,89,2
133,100,200,0,0.75,cauchy,cocqs,0.3,171,1
133,100,200,1,0.25,normal,cqcs,0.33,8,3
133,100,200,1,0.25,normal,aocqs,0.33,8,3
133,100,200,1,0.25,normal,cocqs,0.33,69,2
133,100,200,1,0.25,cauchy,cqcs,0.33,33,2
133,100,200,1,0.25,cauchy,aocqs,0.33,33,2
133,100,200,1,0.25,cauchy,cocqs,0.33,80,1
133,100,200,1,0.5,normal,cqcs,0.25,9,3
133,100,200,1,0.5,normal,aocqs,0.25,9,3
133,100,200,1,0.5,normal,cocqs,0.25,44,2
133,100,200,1,0.5,cauchy,cqcs,0.24,55,2
133,100,200,1,0.5,cauchy,aocqs,0.24,55,2
133,100,200,1,0.5,cauchy,cocqs,0.24,193,1
133,100,200,1,0.75,normal,cqcs,0.17,9,3
133,100,200,1,0.75,normal,aocqs,0.17,10,3
133,100,200,1,0.75,normal,cocqs,0.17,76,1
133,100,200,1,0.75,cauchy,cqcs,0.2,105,1
133,100,200,1,0.75,cauchy,aocqs,0.2,144,1
133,100,200,1,0.75,cauchy,cocqs,0.2,159,1
133,100,500,0,0.25,normal,cqcs,0.21,6,3
133,100,500,0,0.25,normal,aocqs,0.21,6,3
133,100,500,0,0.25,normal,cocqs,0.21,101,2
133,100,500,0,0.25,cauchy,cqcs,0.32,30,2
133,100,500,0,0.25,cauchy,aocqs,0.32,30,2
133,100,500,0,0.25,cauchy,cocqs,0.32,180,2
133,100,500,0,0.5,normal,cqcs,0.21,34,2
133,100,500,0,0.5,normal,aocqs,0.21,34,2
133,100,500,0,0.5,normal,cocqs,0.21,17,3
133,100,500,0,0.5,cauchy,cqcs,0.32,60,1
133,100,500,0,0.5,cauchy,aocqs,0.32,60,1
133,100,500,0,0.5,cauchy,cocqs,0.32,22,2
133,100,500,0,0.75,normal,cqcs,0.21,17,3
133,100,500,0,0.75,normal,aocqs,0.21,37,2
133,100,500,0,0.75,normal,cocqs,0.21,201,1
133,100,500,0,0.75,cauchy,cqcs,0.32,88,1
133,100,500,0,0.75,cauchy,aocqs,0.32,343,2
133,100,500,0,0.75,cauchy,cocqs,0.32,208,1
133,100,500,1,0.25,normal,cqcs,0.22,9,3
133,100,500,1,0.25,normal,aocqs,0.22,9,3
133,100,500,1,0.25,normal,cocqs,0.22,95,1
133,100,500,1,0.25,cauchy,cqcs,0.33,105,1
133,100,500,1,0.25,cauchy,aocqs,0.33,105,1
133,100,500,1,0.25,cauchy,cocqs,0.33,137,1
133,100,500,1,0.5,normal,cqcs,0.22,45,2
133,100,500,1,0.5,normal,aocqs,0.22,45,2
133,100,500,1,0.5,normal,cocqs,0.22,499,1
133,100,500,1,0.5,cauchy,cqcs,0.3,105,2
133,100,500,1,0.5,cauchy,aocqs,0.3,105,2
133,100,500,1,0.5,cauchy,cocqs,0.3,304,1
133,100,500,1,0.75,normal,cqcs,0.18,369,2
133,100,500,1,0.75,normal,aocqs,0.18,199,2
133,100,500,1,0.75,normal,cocqs,0.18,321,1
133,100,500,1,0.75,cauchy,cqcs,0.28,305,1
133,100,500,1,0.75,cauchy,aocqs,0.28,202,0
133,100,500,1,0.75,cauchy,cocqs,0.28,365,1
133,200,100,0,0.25,normal,cqcs,0.195,3,3
133,200,100,0,0.25,normal,aocqs,0.195,3,3
133,200,100,0,0.25,normal,cocqs,0.195,3,3
133,200,100,0,0.25,cauchy,cqcs,0.28,6,3
133,200,100,0,0.25,cauchy,aocqs,0.28,6,3
133,200,100,0,0.25,cauchy,cocqs,0.28,49,2
133,200,100,0,0.5,normal,cqcs,0.195,3,3
133,200,100,0,0.5,normal,aocqs,0.195,3,3
133,200,100,0,0.5,normal,cocqs,0.195,3,3
133,200,100,0,0.5,cauchy,cqcs,0.28,4,3
133,200,100,0,0.5,cauchy,aocqs,0.28,4,3
133,200,100,0,0.5,cauchy,cocqs,0.28,39,2
133,200,100,0,0.75,normal,cqcs,0.195,3,3
133,200,100,0,0.75,normal,aocqs,0.195,3,3
133,200,100,0,0.75,normal,cocqs,0.195,3,3
133,200,100,0,0.75,cauchy,cqcs,0.28,3,3
133,200,100,0,0.75,cauchy,aocqs,0.28,4,3
133,200,100,0,0.75,cauchy,cocqs,0.28,41,2
133,200,100,1,0.25,normal,cqcs,0.28,3,3
133,200,100,1,0.25,normal,aocqs,0.28,3,3
133,200,100,1,0.25,normal,cocqs,0.28,13,3
133,200,100,1,0.25,cauchy,cqcs,0.325,3,3
133,200,100,1,0.25,cauchy,aocqs,0.325,3,3
133,200,100,1,0.25,cauchy,cocqs,0.325,75,1
133,200,100,1,0.5,normal,cqcs,0.215,3,3
133,200,100,1,0.5,normal,aocqs,0.215,3,3
133,200,100,1,0.5,normal,cocqs,0.215,77,2
133,200,100,1,0.5,cauchy,cqcs,0.245,8,3
133,200,100,1,0.5,cauchy,aocqs,0.245,8,3
133,200,100,1,0.5,cauchy,cocqs,0.245,68,2
133,200,100,1,0.75,normal,cqcs,0.21,18,3
133,200,100,1,0.75,normal,aocqs,0.21,24,3
133,200,100,1,0.75,normal,cocqs,0.21,18,3
133,200,100,1,0.75,cauchy,cqcs,0.255,96,2
133,200,100,1,0.75,cauchy,aocqs,0.255,89,2
133,200,100,1,0.75,cauchy,cocqs,0.255,96,2
133,200,200,0,0.25,normal,cqcs,0.245,3,3
133,200,200,0,0.25,normal,aocqs,0.245,3,3
133,200,200,0,0.25,normal,cocqs,0.245,3,3
133,200,200,0,0.25,cauchy,cqcs,0.275,3,3
133,200,200,0,0.25,cauchy,aocqs,0.275,3,3
133,200,200,0,0.25,cauchy,cocqs,0.275,29,3
133,200,200,0,0.5,normal,cqcs,0.245,3,3
133,200,200,0,0.5,normal,aocqs,0.245,3,3
133,200,200,0,0.5,normal,cocqs,0.245,3,3
133,200,200,0,0.5,cauchy,cqcs,0.275,3,3
133,200,200,0,0.5,cauchy,aocqs,0.275,3,3
133,200,200,0,0.5,cauchy,cocqs,0.275,3,3
133,200,200,0,0.75,normal,cqcs,0.245,3,3
133,200,200,0,0.75,normal,aocqs,0.245,3,3
133,200,200,0,0.75,normal,cocqs,0.245,4,3
133,200,200,0,0.75,cauchy,cqcs,0.275,3,3
133,200,200,0,0.75,cauchy,aocqs,0.275,3,3
133,200,200,0,0.75,cauchy,cocqs,0.275,8,3
133,200,200,1,0.25,normal,cqcs,0.26,3,3
133,200,200,1,0.25,normal,aocqs,0.26,3,3
133,200,200,1,0.25,normal,cocqs,0.26,74,2
133,200,200,1,0.25,cauchy,cqcs,0.31,4,3
133,200,200,1,0.25,cauchy,aocqs,0.31,4,3
133,200,200,1,0.25,cauchy,cocqs,0.31,152,1
133,200,200,1,0.5,normal,cqcs,0.245,3,3
133,200,200,1,0.5,normal,aocqs,0.245,3,3
133,200,200,1,0.5,normal,cocqs,0.245,116,2
133,200,200,1,0.5,cauchy,cqcs,0.285,3,3
133,200,200,1,0.5,cauchy,aocqs,0.285,3,3
133,200,200,1,0.5,cauchy,cocqs,0.285,128,2
133,200,200,1,0.75,normal,cqcs,0.215,191,2
133,200,200,1,0.75,normal,aocqs,0.215,196,2
133,200,200,1,0.75,normal,cocqs,0.215,153,2
133,200,200,1,0.75,cauchy,cqcs,0.255,174,2
133,200,200,1,0.75,cauchy,aocqs,0.255,92,2
133,200,200,1,0.75,cauchy,cocqs,0.255,128,1
133,200,500,0,0.25,normal,cqcs,0.2,3,3
133,200,500,0,0.25,normal,aocqs,0.2,3,3
133,200,500,0,0.25,normal,cocqs,0.2,4,3
133,200,500,0,0.25,cauchy,cqcs,0.285,33,3
133,200,500,0,0.25,cauchy,aocqs,0.285,33,3
133,200,500,0,0.25,cauchy,cocqs,0.285,495,1
133,200,500,0,0.5,normal,cqcs,0.2,3,3
133,200,500,0,0.5,normal,aocqs,0.2,3,3
133,200,500,0,0.5,normal,cocqs,0.2,3,3
133,200,500,0,0.5,cauchy,cqcs,0.285,8,3
133,200,500,0,0.5,cauchy,aocqs,0.285,8,3
133,200,500,0,0.5,cauchy,cocqs,0.285,47,2
133,200,500,0,0.75,normal,cqcs,0.2,3,3
133,200,500,0,0.75,normal,aocqs,0.2,3,3
133,200,500,0,0.75,normal,cocqs,0.2,47,2
133,200,500,0,0.75,cauchy,cqcs,0.285,24,3
133,200,500,0,0.75,cauchy,aocqs,0.285,18,3
133,200,500,0,0.75,cauchy,cocqs,0.285,194,2
133,200,500,1,0.25,normal,cqcs,0.245,6,3
133,200,500,1,0.25,normal,aocqs,0.245,6,3
133,200,500,1,0.25,normal,cocqs,0.245,107,1
133,200,500,1,0.25,cauchy,cqcs,0.29,17,3
133,200,500,1,0.25,cauchy,aocqs,0.29,17,3
133,200,500,1,0.25,cauchy,cocqs,0.29,442,1
133,200,500,1,0.5,normal,cqcs,0.215,47,2
133,200,500,1,0.5,normal,aocqs,0.215,47,2
133,200,500,1,0.5,normal,cocqs,0.215,296,2
133,200,500,1,0.5,cauchy,cqcs,0.25,17,3
133,200,500,1,0.5,cauchy,aocqs,0.25,17,3
133,200,500,1,0.5,cauchy,cocqs,0.25,367,1
133,200,500,1,0.75,normal,cqcs,0.2,71,2
133,200,500,1,0.75,normal,aocqs,0.2,125,2
133,200,500,1,0.75,normal,cocqs,0.2,30,3
133,200,500,1,0.75,cauchy,cqcs,0.245,444,2
133,200,500,1,0.75,cauchy,aocqs,0.245,88,2
133,200,500,1,0.75,cauchy,cocqs,0.245,420,1
134,100,100,0,0.25,normal,cqcs,0.25,3,3
134,100,100,0,0.25,normal,aocqs,0.25,3,3
134,100,100,0,0.25,normal,cocqs,0.25,13,3
134,100,100,0,0.25,cauchy,cqcs,0.32,17,3
134,100,100,0,0.25,cauchy,aocqs,0.32,17,3
134,100,100,0,0.25,cauchy,cocqs,0.32,78,1
134,100,100,0,0.5,normal,cqcs,0.25,3,3
134,100,100,0,0.5,normal,aocqs,0.25,3,3
134,100,100,0,0.5,normal,cocqs,0.25,15,3
134,100,100,0,0.5,cauchy,cqcs,0.32,6,3
134,100,100,0,0.5,cauchy,aocqs,0.32,6,3
134,100,100,0,0.5,cauchy,cocqs,0.32,41,2
134,100,100,0,0.75,normal,cqcs,0.25,6,3
134,100,100,0,0.75,normal,aocqs,0.25,15,3
134,100,100,0,0.75,normal,cocqs,0.25,57,2
134,100,100,0,0.75,cauchy,cqcs,0.32,12,3
134,100,100,0,0.75,cauchy,aocqs,0.32,67,2
134,100,100,0,0.75,cauchy,cocqs,0.32,16,3
134,100,100,1,0.25,normal,cqcs,0.28,11,3
134,100,100,1,0.25,normal,aocqs,0.28,11,3
134,100,100,1,0.25,normal,cocqs,0.28,79,1
134,100,100,1,0.25,cauchy,cqcs,0.3,20,3
134,100,100,1,0.25,cauchy,aocqs,0.3,20,3
134,100,100,1,0.25,cauchy,cocqs,0.3,59,1
134,100,100,1,0.5,normal,cqcs,0.23,3,3
134,100,100,1,0.5,normal,aocqs,0.23,3,3
134,100,100,1,0.5,normal,cocqs,0.23,100,1
134,100,100,1,0.5,cauchy,cqcs,0.28,3,3
134,100,100,1,0.5,cauchy,aocqs,0.28,3,3
134,100,100,1,0.5,cauchy,cocqs,0.28,95,1
134,100,100,1,0.75,normal,cqcs,0.21,6,3
134,100,100,1,0.75,normal,aocqs,0.21,6,3
134,100,100,1,0.75,normal,cocqs,0.21,80,1
134,100,100,1,0.75,cauchy,cqcs,0.29,12,3
134,100,100,1,0.75,cauchy,aocqs,0.29,16,3
134,100,100,1,0.75,cauchy,cocqs,0.29,65,1
134,100,200,0,0.25,normal,cqcs,0.21,8,3
134,100,200,0,0.25,normal,aocqs,0.21,8,3
134,100,200,0,0.25,normal,cocqs,0.21,13,3
134,100,200,0,0.25,cauchy,cqcs,0.27,10,3
134,100,200,0,0.25,cauchy,aocqs,0.27,10,3
134,100,200,0,0.25,cauchy,cocqs,0.27,4,3
134,100,200,0,0.5,normal,cqcs,0.21,3,3
134,100,200,0,0.5,normal,aocqs,0.21,3,3
134,100,200,0,0.5,normal,cocqs,0.21,9,3
134,100,200,0,0.5,cauchy,cqcs,0.27,4,3
134,100,200,0,0.5,cauchy,aocqs,0.27,4,3
134,100,200,0,0.5,cauchy,cocqs,0.27,53,2
134,100,200,0,0.75,normal,cqcs,0.21,3,3
134,100,200,0,0.75,normal,aocqs,0.21,3,3
134,100,200,0,0.75,normal,cocqs,0.21,33,2
134,100,200,0,0.75,cauchy,cqcs,0.27,27,2
134,100,200,0,0.75,cauchy,aocqs,0.27,83,2
134,100,200,0,0.75,cauchy,cocqs,0.27,24,2
134,100,200,1,0.25,normal,cqcs,0.24,14,3
134,100,200,1,0.25,normal,aocqs,0.24,14,3
134,100,200,1,0.25,normal,cocqs,0.24,19,3
134,100,200,1,0.25,cauchy,cqcs,0.31,41,1
134,100,200,1,0.25,cauchy,aocqs,0.31,41,1
134,100,200,1,0.25,cauchy,cocqs,0.31,83,2
134,100,200,1,0.5,normal,cqcs,0.18,3,3
134,100,200,1,0.5,normal,aocqs,0.18,3,3
134,100,200,1,0.5,normal,cocqs,0.18,32,1
134,100,200,1,0.5,cauchy,cqcs,0.26,14,3
134,100,200,1,0.5,cauchy,aocqs,0.26,14,3
134,100,200,1,0.5,cauchy,cocqs,0.26,91,1
134,100,200,1,0.75,normal,cqcs,0.14,45,1
134,100,200,1,0.75,normal,aocqs,0.14,67,1
134,100,200,1,0.75,normal,cocqs,0.14,173,1
134,100,200,1,0.75,cauchy,cqcs,0.23,76,2
134,100,200,1,0.75,cauchy,aocqs,0.23,132,2
134,100,200,1,0.75,cauchy,cocqs,0.23,90,1
134,100,500,0,0.25,normal,cqcs,0.22,4,3
134,100,500,0,0.25,normal,aocqs,0.22,4,3
134,100,500,0,0.25,normal,cocqs,0.22,15,3
134,100,500,0,0.25,cauchy,cqcs,0.2,132,2
